datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2008-06-01,Arnulf,00:00,23:59,645.0,22.0,667.0,12.5,26.7,0.0,30,13.9,
2008-06-01,Kreuther,00:00,23:59,,,,12.5,26.7,0.0,30,13.9,Zählstelle noch nicht in Betrieb
2008-06-01,Olympia,00:00,23:59,,,,12.5,26.7,0.0,30,13.9,Zählstelle noch nicht in Betrieb
2008-06-01,Hirsch,00:00,23:59,,,,12.5,26.7,0.0,30,13.9,Zählstelle noch nicht in Betrieb
2008-06-02,Arnulf,00:00,23:59,1070.0,47.0,1117.0,15.0,27.9,0.6,44,12.1,
2008-06-02,Kreuther,00:00,23:59,,,,15.0,27.9,0.6,44,12.1,Zählstelle noch nicht in Betrieb
2008-06-02,Hirsch,00:00,23:59,,,,15.0,27.9,0.6,44,12.1,Zählstelle noch nicht in Betrieb
2008-06-02,Olympia,00:00,23:59,,,,15.0,27.9,0.6,44,12.1,Zählstelle noch nicht in Betrieb
2008-06-03,Olympia,00:00,23:59,,,,14.6,21.9,0.2,88,3.2,Zählstelle noch nicht in Betrieb
2008-06-03,Kreuther,00:00,23:59,,,,14.6,21.9,0.2,88,3.2,Zählstelle noch nicht in Betrieb
2008-06-03,Hirsch,00:00,23:59,,,,14.6,21.9,0.2,88,3.2,Zählstelle noch nicht in Betrieb
2008-06-03,Arnulf,00:00,23:59,1240.0,39.0,1279.0,14.6,21.9,0.2,88,3.2,
2008-06-04,Kreuther,00:00,23:59,,,,14.8,21.9,5.1,91,1.4,Zählstelle noch nicht in Betrieb
2008-06-04,Hirsch,00:00,23:59,,,,14.8,21.9,5.1,91,1.4,Zählstelle noch nicht in Betrieb
2008-06-04,Arnulf,00:00,23:59,715.0,43.0,758.0,14.8,21.9,5.1,91,1.4,
2008-06-04,Olympia,00:00,23:59,,,,14.8,21.9,5.1,91,1.4,Zählstelle noch nicht in Betrieb
2008-06-05,Kreuther,00:00,23:59,,,,14.0,20.4,14.2,91,0.6,Zählstelle noch nicht in Betrieb
2008-06-05,Olympia,00:00,23:59,,,,14.0,20.4,14.2,91,0.6,Zählstelle noch nicht in Betrieb
2008-06-05,Arnulf,00:00,23:59,569.0,37.0,606.0,14.0,20.4,14.2,91,0.6,
2008-06-05,Hirsch,00:00,23:59,,,,14.0,20.4,14.2,91,0.6,Zählstelle noch nicht in Betrieb
2008-06-06,Olympia,00:00,23:59,,,,13.6,19.9,10.0,81,1.7,Zählstelle noch nicht in Betrieb
2008-06-06,Kreuther,00:00,23:59,,,,13.6,19.9,10.0,81,1.7,Zählstelle noch nicht in Betrieb
2008-06-06,Arnulf,00:00,23:59,919.0,44.0,963.0,13.6,19.9,10.0,81,1.7,
2008-06-06,Hirsch,00:00,23:59,,,,13.6,19.9,10.0,81,1.7,Zählstelle noch nicht in Betrieb
2008-06-07,Arnulf,00:00,23:59,390.0,9.0,399.0,13.6,18.2,2.0,95,0.7,
2008-06-07,Hirsch,00:00,23:59,,,,13.6,18.2,2.0,95,0.7,Zählstelle noch nicht in Betrieb
2008-06-07,Olympia,00:00,23:59,,,,13.6,18.2,2.0,95,0.7,Zählstelle noch nicht in Betrieb
2008-06-07,Kreuther,00:00,23:59,,,,13.6,18.2,2.0,95,0.7,Zählstelle noch nicht in Betrieb
2008-06-08,Olympia,00:00,23:59,,,,12.6,22.0,3.9,83,5.4,Zählstelle noch nicht in Betrieb
2008-06-08,Hirsch,00:00,23:59,,,,12.6,22.0,3.9,83,5.4,Zählstelle noch nicht in Betrieb
2008-06-08,Arnulf,00:00,23:59,542.0,15.0,557.0,12.6,22.0,3.9,83,5.4,
2008-06-08,Kreuther,00:00,23:59,,,,12.6,22.0,3.9,83,5.4,Zählstelle noch nicht in Betrieb
2008-06-09,Hirsch,00:00,23:59,,,,9.5,23.0,0.0,63,11.5,Zählstelle noch nicht in Betrieb
2008-06-09,Olympia,00:00,23:59,,,,9.5,23.0,0.0,63,11.5,Zählstelle noch nicht in Betrieb
2008-06-09,Kreuther,00:00,23:59,,,,9.5,23.0,0.0,63,11.5,Zählstelle noch nicht in Betrieb
2008-06-09,Arnulf,00:00,23:59,1202.0,42.0,1244.0,9.5,23.0,0.0,63,11.5,
2008-06-10,Kreuther,00:00,23:59,,,,12.2,25.7,0.8,48,12.7,Zählstelle noch nicht in Betrieb
2008-06-10,Olympia,00:00,23:59,,,,12.2,25.7,0.8,48,12.7,Zählstelle noch nicht in Betrieb
2008-06-10,Hirsch,00:00,23:59,,,,12.2,25.7,0.8,48,12.7,Zählstelle noch nicht in Betrieb
2008-06-10,Arnulf,00:00,23:59,1309.0,41.0,1350.0,12.2,25.7,0.8,48,12.7,
2008-06-11,Hirsch,00:00,23:59,,,,13.1,21.9,4.5,86,1.4,Zählstelle noch nicht in Betrieb
2008-06-11,Kreuther,00:00,23:59,,,,13.1,21.9,4.5,86,1.4,Zählstelle noch nicht in Betrieb
2008-06-11,Olympia,00:00,23:59,,,,13.1,21.9,4.5,86,1.4,Zählstelle noch nicht in Betrieb
2008-06-11,Arnulf,00:00,23:59,754.0,44.0,798.0,13.1,21.9,4.5,86,1.4,
2008-06-12,Hirsch,00:00,23:59,,,,11.5,19.3,10.5,79,6.1,Zählstelle noch nicht in Betrieb
2008-06-12,Kreuther,00:00,23:59,,,,11.5,19.3,10.5,79,6.1,Zählstelle noch nicht in Betrieb
2008-06-12,Olympia,00:00,23:59,,,,11.5,19.3,10.5,79,6.1,Zählstelle noch nicht in Betrieb
2008-06-12,Arnulf,00:00,23:59,995.0,45.0,1040.0,11.5,19.3,10.5,79,6.1,
2008-06-13,Olympia,00:00,23:59,,,,6.6,15.5,0.3,71,4.2,Zählstelle noch nicht in Betrieb
2008-06-13,Arnulf,00:00,23:59,784.0,30.0,814.0,6.6,15.5,0.3,71,4.2,
2008-06-13,Hirsch,00:00,23:59,,,,6.6,15.5,0.3,71,4.2,Zählstelle noch nicht in Betrieb
2008-06-13,Kreuther,00:00,23:59,,,,6.6,15.5,0.3,71,4.2,Zählstelle noch nicht in Betrieb
2008-06-14,Hirsch,00:00,23:59,,,,4.7,16.2,0.0,68,7.1,Zählstelle noch nicht in Betrieb
2008-06-14,Kreuther,00:00,23:59,,,,4.7,16.2,0.0,68,7.1,Zählstelle noch nicht in Betrieb
2008-06-14,Olympia,00:00,23:59,,,,4.7,16.2,0.0,68,7.1,Zählstelle noch nicht in Betrieb
2008-06-14,Arnulf,00:00,23:59,712.0,13.0,725.0,4.7,16.2,0.0,68,7.1,
2008-06-15,Hirsch,00:00,23:59,,,,8.1,18.0,0.4,81,7.9,Zählstelle noch nicht in Betrieb
2008-06-15,Arnulf,00:00,23:59,728.0,17.0,745.0,8.1,18.0,0.4,81,7.9,
2008-06-15,Olympia,00:00,23:59,,,,8.1,18.0,0.4,81,7.9,Zählstelle noch nicht in Betrieb
2008-06-15,Kreuther,00:00,23:59,,,,8.1,18.0,0.4,81,7.9,Zählstelle noch nicht in Betrieb
2008-06-16,Arnulf,00:00,23:59,575.0,30.0,605.0,10.6,16.5,2.4,98,1.4,
2008-06-16,Olympia,00:00,23:59,,,,10.6,16.5,2.4,98,1.4,Zählstelle noch nicht in Betrieb
2008-06-16,Kreuther,00:00,23:59,,,,10.6,16.5,2.4,98,1.4,Zählstelle noch nicht in Betrieb
2008-06-16,Hirsch,00:00,23:59,,,,10.6,16.5,2.4,98,1.4,Zählstelle noch nicht in Betrieb
2008-06-17,Hirsch,00:00,23:59,,,,10.3,17.3,0.1,88,0.9,Zählstelle noch nicht in Betrieb
2008-06-17,Arnulf,00:00,23:59,625.0,30.0,655.0,10.3,17.3,0.1,88,0.9,
2008-06-17,Kreuther,00:00,23:59,,,,10.3,17.3,0.1,88,0.9,Zählstelle noch nicht in Betrieb
2008-06-17,Olympia,00:00,23:59,,,,10.3,17.3,0.1,88,0.9,Zählstelle noch nicht in Betrieb
2008-06-18,Kreuther,00:00,23:59,,,,11.0,21.5,2.5,56,5.6,Zählstelle noch nicht in Betrieb
2008-06-18,Hirsch,00:00,23:59,,,,11.0,21.5,2.5,56,5.6,Zählstelle noch nicht in Betrieb
2008-06-18,Arnulf,00:00,23:59,770.0,33.0,803.0,11.0,21.5,2.5,56,5.6,
2008-06-18,Olympia,00:00,23:59,,,,11.0,21.5,2.5,56,5.6,Zählstelle noch nicht in Betrieb
2008-06-19,Hirsch,00:00,23:59,,,,8.6,25.8,0.0,53,13.0,Zählstelle noch nicht in Betrieb
2008-06-19,Arnulf,00:00,23:59,1463.0,42.0,1505.0,8.6,25.8,0.0,53,13.0,
2008-06-19,Kreuther,00:00,23:59,,,,8.6,25.8,0.0,53,13.0,Zählstelle noch nicht in Betrieb
2008-06-19,Olympia,00:00,23:59,,,,8.6,25.8,0.0,53,13.0,Zählstelle noch nicht in Betrieb
2008-06-20,Arnulf,00:00,23:59,1167.0,48.0,1215.0,15.0,25.0,0.0,76,11.0,
2008-06-20,Kreuther,00:00,23:59,469.0,373.0,842.0,15.0,25.0,0.0,76,11.0,
2008-06-20,Olympia,00:00,23:59,,,,15.0,25.0,0.0,76,11.0,Zählstelle noch nicht in Betrieb
2008-06-20,Hirsch,00:00,23:59,,,,15.0,25.0,0.0,76,11.0,Zählstelle noch nicht in Betrieb
2008-06-21,Kreuther,00:00,23:59,385.0,274.0,659.0,12.5,27.3,0.0,31,15.0,
2008-06-21,Hirsch,00:00,23:59,,,,12.5,27.3,0.0,31,15.0,Zählstelle noch nicht in Betrieb
2008-06-21,Arnulf,00:00,23:59,1039.0,24.0,1063.0,12.5,27.3,0.0,31,15.0,
2008-06-21,Olympia,00:00,23:59,,,,12.5,27.3,0.0,31,15.0,Zählstelle noch nicht in Betrieb
2008-06-22,Arnulf,00:00,23:59,689.0,31.0,720.0,13.7,31.8,0.0,40,14.7,
2008-06-22,Olympia,00:00,23:59,,,,13.7,31.8,0.0,40,14.7,Zählstelle noch nicht in Betrieb
2008-06-22,Kreuther,00:00,23:59,415.0,317.0,732.0,13.7,31.8,0.0,40,14.7,
2008-06-22,Hirsch,00:00,23:59,,,,13.7,31.8,0.0,40,14.7,Zählstelle noch nicht in Betrieb
2008-06-23,Arnulf,00:00,23:59,1193.0,36.0,1229.0,17.0,28.3,0.3,53,8.2,
2008-06-23,Olympia,00:00,23:59,,,,17.0,28.3,0.3,53,8.2,Zählstelle noch nicht in Betrieb
2008-06-23,Kreuther,00:00,23:59,501.0,388.0,889.0,17.0,28.3,0.3,53,8.2,
2008-06-23,Hirsch,00:00,23:59,,,,17.0,28.3,0.3,53,8.2,Zählstelle noch nicht in Betrieb
2008-06-24,Olympia,00:00,23:59,,,,16.3,25.9,1.9,46,10.0,Zählstelle noch nicht in Betrieb
2008-06-24,Kreuther,00:00,23:59,536.0,405.0,941.0,16.3,25.9,1.9,46,10.0,
2008-06-24,Hirsch,00:00,23:59,,,,16.3,25.9,1.9,46,10.0,Zählstelle noch nicht in Betrieb
2008-06-24,Arnulf,00:00,23:59,1305.0,36.0,1341.0,16.3,25.9,1.9,46,10.0,
2008-06-25,Arnulf,00:00,23:59,1392.0,33.0,1425.0,15.7,31.0,2.6,45,11.3,
2008-06-25,Olympia,00:00,23:59,,,,15.7,31.0,2.6,45,11.3,Zählstelle noch nicht in Betrieb
2008-06-25,Hirsch,00:00,23:59,,,,15.7,31.0,2.6,45,11.3,Zählstelle noch nicht in Betrieb
2008-06-25,Kreuther,00:00,23:59,527.0,381.0,908.0,15.7,31.0,2.6,45,11.3,
2008-06-26,Olympia,00:00,23:59,,,,16.6,23.8,0.0,89,1.4,Zählstelle noch nicht in Betrieb
2008-06-26,Kreuther,00:00,23:59,267.0,240.0,507.0,16.6,23.8,0.0,89,1.4,
2008-06-26,Arnulf,00:00,23:59,943.0,26.0,969.0,16.6,23.8,0.0,89,1.4,
2008-06-26,Hirsch,00:00,23:59,,,,16.6,23.8,0.0,89,1.4,Zählstelle noch nicht in Betrieb
2008-06-27,Olympia,00:00,23:59,,,,14.6,25.9,0.0,44,12.8,Zählstelle noch nicht in Betrieb
2008-06-27,Kreuther,00:00,23:59,474.0,354.0,828.0,14.6,25.9,0.0,44,12.8,
2008-06-27,Hirsch,00:00,23:59,,,,14.6,25.9,0.0,44,12.8,Zählstelle noch nicht in Betrieb
2008-06-27,Arnulf,00:00,23:59,1262.0,28.0,1290.0,14.6,25.9,0.0,44,12.8,
2008-06-28,Olympia,00:00,23:59,,,,15.2,25.1,0.0,40,10.8,Zählstelle noch nicht in Betrieb
2008-06-28,Hirsch,00:00,23:59,,,,15.2,25.1,0.0,40,10.8,Zählstelle noch nicht in Betrieb
2008-06-28,Arnulf,00:00,23:59,1058.0,19.0,1077.0,15.2,25.1,0.0,40,10.8,
2008-06-28,Kreuther,00:00,23:59,409.0,300.0,709.0,15.2,25.1,0.0,40,10.8,
2008-06-29,Olympia,00:00,23:59,,,,13.6,27.5,29.7,41,14.4,Zählstelle noch nicht in Betrieb
2008-06-29,Kreuther,00:00,23:59,403.0,339.0,742.0,13.6,27.5,29.7,41,14.4,
2008-06-29,Hirsch,00:00,23:59,,,,13.6,27.5,29.7,41,14.4,Zählstelle noch nicht in Betrieb
2008-06-29,Arnulf,00:00,23:59,1026.0,19.0,1045.0,13.6,27.5,29.7,41,14.4,
2008-06-30,Olympia,00:00,23:59,,,,15.3,25.4,0.1,58,9.4,Zählstelle noch nicht in Betrieb
2008-06-30,Hirsch,00:00,23:59,,,,15.3,25.4,0.1,58,9.4,Zählstelle noch nicht in Betrieb
2008-06-30,Kreuther,00:00,23:59,288.0,251.0,539.0,15.3,25.4,0.1,58,9.4,
2008-06-30,Arnulf,00:00,23:59,863.0,20.0,883.0,15.3,25.4,0.1,58,9.4,
2008-07-01,Olympia,00:00,23:59,,,,13.3,26.8,0.0,6,15.3,Zählstelle noch nicht in Betrieb
2008-07-01,Hirsch,00:00,23:59,,,,13.3,26.8,0.0,6,15.3,Zählstelle noch nicht in Betrieb
2008-07-01,Arnulf,00:00,23:59,1367.0,71.0,1438.0,13.3,26.8,0.0,6,15.3,
2008-07-01,Kreuther,00:00,23:59,604.0,521.0,1125.0,13.3,26.8,0.0,6,15.3,
2008-07-02,Hirsch,00:00,23:59,,,,14.6,28.5,0.0,38,12.7,Zählstelle noch nicht in Betrieb
2008-07-02,Olympia,00:00,23:59,,,,14.6,28.5,0.0,38,12.7,Zählstelle noch nicht in Betrieb
2008-07-02,Arnulf,00:00,23:59,1245.0,52.0,1297.0,14.6,28.5,0.0,38,12.7,
2008-07-02,Kreuther,00:00,23:59,560.0,428.0,988.0,14.6,28.5,0.0,38,12.7,
2008-07-03,Kreuther,00:00,23:59,489.0,332.0,821.0,14.0,28.4,5.3,54,9.9,
2008-07-03,Olympia,00:00,23:59,,,,14.0,28.4,5.3,54,9.9,Zählstelle noch nicht in Betrieb
2008-07-03,Hirsch,00:00,23:59,,,,14.0,28.4,5.3,54,9.9,Zählstelle noch nicht in Betrieb
2008-07-03,Arnulf,00:00,23:59,1097.0,49.0,1146.0,14.0,28.4,5.3,54,9.9,
2008-07-04,Kreuther,00:00,23:59,381.0,349.0,730.0,12.5,21.2,0.0,70,6.2,
2008-07-04,Olympia,00:00,23:59,,,,12.5,21.2,0.0,70,6.2,Zählstelle noch nicht in Betrieb
2008-07-04,Hirsch,00:00,23:59,,,,12.5,21.2,0.0,70,6.2,Zählstelle noch nicht in Betrieb
2008-07-04,Arnulf,00:00,23:59,1106.0,39.0,1145.0,12.5,21.2,0.0,70,6.2,
2008-07-05,Olympia,00:00,23:59,,,,10.2,24.0,0.0,38,14.3,Zählstelle noch nicht in Betrieb
2008-07-05,Hirsch,00:00,23:59,,,,10.2,24.0,0.0,38,14.3,Zählstelle noch nicht in Betrieb
2008-07-05,Arnulf,00:00,23:59,997.0,41.0,1038.0,10.2,24.0,0.0,38,14.3,
2008-07-05,Kreuther,00:00,23:59,373.0,342.0,715.0,10.2,24.0,0.0,38,14.3,
2008-07-06,Arnulf,00:00,23:59,543.0,13.0,556.0,12.4,27.7,7.1,60,8.2,
2008-07-06,Hirsch,00:00,23:59,,,,12.4,27.7,7.1,60,8.2,Zählstelle noch nicht in Betrieb
2008-07-06,Kreuther,00:00,23:59,319.0,264.0,583.0,12.4,27.7,7.1,60,8.2,
2008-07-06,Olympia,00:00,23:59,,,,12.4,27.7,7.1,60,8.2,Zählstelle noch nicht in Betrieb
2008-07-07,Hirsch,00:00,23:59,,,,12.0,18.9,3.0,71,4.3,Zählstelle noch nicht in Betrieb
2008-07-07,Olympia,00:00,23:59,,,,12.0,18.9,3.0,71,4.3,Zählstelle noch nicht in Betrieb
2008-07-07,Kreuther,00:00,23:59,251.0,223.0,474.0,12.0,18.9,3.0,71,4.3,
2008-07-07,Arnulf,00:00,23:59,479.0,19.0,498.0,12.0,18.9,3.0,71,4.3,
2008-07-08,Arnulf,00:00,23:59,1006.0,47.0,1053.0,10.8,21.0,1.3,66,7.9,
2008-07-08,Olympia,00:00,23:59,,,,10.8,21.0,1.3,66,7.9,Zählstelle noch nicht in Betrieb
2008-07-08,Hirsch,00:00,23:59,,,,10.8,21.0,1.3,66,7.9,Zählstelle noch nicht in Betrieb
2008-07-08,Kreuther,00:00,23:59,441.0,355.0,796.0,10.8,21.0,1.3,66,7.9,
2008-07-09,Olympia,00:00,23:59,,,,11.6,19.6,0.3,80,2.4,Zählstelle noch nicht in Betrieb
2008-07-09,Kreuther,00:00,23:59,376.0,284.0,660.0,11.6,19.6,0.3,80,2.4,
2008-07-09,Hirsch,00:00,23:59,,,,11.6,19.6,0.3,80,2.4,Zählstelle noch nicht in Betrieb
2008-07-09,Arnulf,00:00,23:59,856.0,54.0,910.0,11.6,19.6,0.3,80,2.4,
2008-07-10,Kreuther,00:00,23:59,562.0,493.0,1055.0,15.2,27.3,0.0,39,12.5,
2008-07-10,Arnulf,00:00,23:59,1415.0,74.0,1489.0,15.2,27.3,0.0,39,12.5,
2008-07-10,Hirsch,00:00,23:59,,,,15.2,27.3,0.0,39,12.5,Zählstelle noch nicht in Betrieb
2008-07-10,Olympia,00:00,23:59,,,,15.2,27.3,0.0,39,12.5,Zählstelle noch nicht in Betrieb
2008-07-11,Hirsch,00:00,23:59,,,,12.5,30.9,8.8,43,11.8,Zählstelle noch nicht in Betrieb
2008-07-11,Olympia,00:00,23:59,,,,12.5,30.9,8.8,43,11.8,Zählstelle noch nicht in Betrieb
2008-07-11,Arnulf,00:00,23:59,1208.0,56.0,1264.0,12.5,30.9,8.8,43,11.8,
2008-07-11,Kreuther,00:00,23:59,527.0,396.0,923.0,12.5,30.9,8.8,43,11.8,
2008-07-12,Olympia,00:00,23:59,,,,14.9,20.1,8.4,90,1.3,Zählstelle noch nicht in Betrieb
2008-07-12,Arnulf,00:00,23:59,484.0,20.0,504.0,14.9,20.1,8.4,90,1.3,
2008-07-12,Kreuther,00:00,23:59,194.0,140.0,334.0,14.9,20.1,8.4,90,1.3,
2008-07-12,Hirsch,00:00,23:59,,,,14.9,20.1,8.4,90,1.3,Zählstelle noch nicht in Betrieb
2008-07-13,Hirsch,00:00,23:59,,,,12.8,16.6,19.0,99,0.1,Zählstelle noch nicht in Betrieb
2008-07-13,Olympia,00:00,23:59,,,,12.8,16.6,19.0,99,0.1,Zählstelle noch nicht in Betrieb
2008-07-13,Kreuther,00:00,23:59,54.0,55.0,109.0,12.8,16.6,19.0,99,0.1,
2008-07-13,Arnulf,00:00,23:59,147.0,17.0,164.0,12.8,16.6,19.0,99,0.1,
2008-07-14,Hirsch,00:00,23:59,,,,13.0,17.3,11.1,95,0.9,Zählstelle noch nicht in Betrieb
2008-07-14,Arnulf,00:00,23:59,461.0,28.0,489.0,13.0,17.3,11.1,95,0.9,
2008-07-14,Olympia,00:00,23:59,,,,13.0,17.3,11.1,95,0.9,Zählstelle noch nicht in Betrieb
2008-07-14,Kreuther,00:00,23:59,199.0,128.0,327.0,13.0,17.3,11.1,95,0.9,
2008-07-15,Kreuther,00:00,23:59,530.0,416.0,946.0,12.3,22.7,0.0,54,9.0,
2008-07-15,Hirsch,00:00,23:59,,,,12.3,22.7,0.0,54,9.0,Zählstelle noch nicht in Betrieb
2008-07-15,Arnulf,00:00,23:59,1182.0,51.0,1233.0,12.3,22.7,0.0,54,9.0,
2008-07-15,Olympia,00:00,23:59,,,,12.3,22.7,0.0,54,9.0,Zählstelle noch nicht in Betrieb
2008-07-16,Kreuther,00:00,23:59,597.0,462.0,1059.0,11.5,25.7,8.1,33,12.4,
2008-07-16,Arnulf,00:00,23:59,1365.0,47.0,1412.0,11.5,25.7,8.1,33,12.4,
2008-07-16,Hirsch,00:00,23:59,,,,11.5,25.7,8.1,33,12.4,Zählstelle noch nicht in Betrieb
2008-07-16,Olympia,00:00,23:59,,,,11.5,25.7,8.1,33,12.4,Zählstelle noch nicht in Betrieb
2008-07-17,Arnulf,00:00,23:59,414.0,26.0,440.0,13.4,16.9,5.3,98,0.2,
2008-07-17,Olympia,00:00,23:59,,,,13.4,16.9,5.3,98,0.2,Zählstelle noch nicht in Betrieb
2008-07-17,Hirsch,00:00,23:59,,,,13.4,16.9,5.3,98,0.2,Zählstelle noch nicht in Betrieb
2008-07-17,Kreuther,00:00,23:59,162.0,125.0,287.0,13.4,16.9,5.3,98,0.2,
2008-07-18,Kreuther,00:00,23:59,343.0,238.0,581.0,13.2,19.2,0.8,85,1.6,
2008-07-18,Arnulf,00:00,23:59,830.0,38.0,868.0,13.2,19.2,0.8,85,1.6,
2008-07-18,Olympia,00:00,23:59,,,,13.2,19.2,0.8,85,1.6,Zählstelle noch nicht in Betrieb
2008-07-18,Hirsch,00:00,23:59,,,,13.2,19.2,0.8,85,1.6,Zählstelle noch nicht in Betrieb
2008-07-19,Arnulf,00:00,23:59,1292.0,29.0,1321.0,12.6,25.9,2.2,54,11.3,
2008-07-19,Olympia,00:00,23:59,,,,12.6,25.9,2.2,54,11.3,Zählstelle noch nicht in Betrieb
2008-07-19,Kreuther,00:00,23:59,498.0,324.0,822.0,12.6,25.9,2.2,54,11.3,
2008-07-19,Hirsch,00:00,23:59,,,,12.6,25.9,2.2,54,11.3,Zählstelle noch nicht in Betrieb
2008-07-20,Olympia,00:00,23:59,,,,12.5,23.3,13.1,83,4.1,Zählstelle noch nicht in Betrieb
2008-07-20,Arnulf,00:00,23:59,715.0,23.0,738.0,12.5,23.3,13.1,83,4.1,
2008-07-20,Kreuther,00:00,23:59,257.0,232.0,489.0,12.5,23.3,13.1,83,4.1,
2008-07-20,Hirsch,00:00,23:59,,,,12.5,23.3,13.1,83,4.1,Zählstelle noch nicht in Betrieb
2008-07-21,Hirsch,00:00,23:59,,,,11.1,18.0,0.4,78,6.0,Zählstelle noch nicht in Betrieb
2008-07-21,Kreuther,00:00,23:59,400.0,318.0,718.0,11.1,18.0,0.4,78,6.0,
2008-07-21,Arnulf,00:00,23:59,1008.0,60.0,1068.0,11.1,18.0,0.4,78,6.0,
2008-07-21,Olympia,00:00,23:59,,,,11.1,18.0,0.4,78,6.0,Zählstelle noch nicht in Betrieb
2008-07-22,Hirsch,00:00,23:59,,,,10.6,18.1,6.8,88,1.9,Zählstelle noch nicht in Betrieb
2008-07-22,Kreuther,00:00,23:59,300.0,243.0,543.0,10.6,18.1,6.8,88,1.9,
2008-07-22,Arnulf,00:00,23:59,762.0,36.0,798.0,10.6,18.1,6.8,88,1.9,
2008-07-22,Olympia,00:00,23:59,,,,10.6,18.1,6.8,88,1.9,Zählstelle noch nicht in Betrieb
2008-07-23,Hirsch,00:00,23:59,,,,11.4,18.7,0.1,79,4.1,Zählstelle noch nicht in Betrieb
2008-07-23,Kreuther,00:00,23:59,360.0,284.0,644.0,11.4,18.7,0.1,79,4.1,
2008-07-23,Arnulf,00:00,23:59,957.0,42.0,999.0,11.4,18.7,0.1,79,4.1,
2008-07-23,Olympia,00:00,23:59,,,,11.4,18.7,0.1,79,4.1,Zählstelle noch nicht in Betrieb
2008-07-24,Arnulf,00:00,23:59,1254.0,63.0,1317.0,9.1,21.5,0.0,68,5.7,
2008-07-24,Olympia,00:00,23:59,,,,9.1,21.5,0.0,68,5.7,Zählstelle noch nicht in Betrieb
2008-07-24,Hirsch,00:00,23:59,,,,9.1,21.5,0.0,68,5.7,Zählstelle noch nicht in Betrieb
2008-07-24,Kreuther,00:00,23:59,516.0,394.0,910.0,9.1,21.5,0.0,68,5.7,
2008-07-25,Olympia,00:00,23:59,,,,12.0,24.0,0.0,54,9.3,Zählstelle noch nicht in Betrieb
2008-07-25,Arnulf,00:00,23:59,1368.0,35.0,1403.0,12.0,24.0,0.0,54,9.3,
2008-07-25,Hirsch,00:00,23:59,,,,12.0,24.0,0.0,54,9.3,Zählstelle noch nicht in Betrieb
2008-07-25,Kreuther,00:00,23:59,492.0,399.0,891.0,12.0,24.0,0.0,54,9.3,
2008-07-26,Hirsch,00:00,23:59,,,,13.6,27.0,0.3,66,10.2,Zählstelle noch nicht in Betrieb
2008-07-26,Kreuther,00:00,23:59,352.0,302.0,654.0,13.6,27.0,0.3,66,10.2,
2008-07-26,Arnulf,00:00,23:59,881.0,31.0,912.0,13.6,27.0,0.3,66,10.2,
2008-07-26,Olympia,00:00,23:59,,,,13.6,27.0,0.3,66,10.2,Zählstelle noch nicht in Betrieb
2008-07-27,Kreuther,00:00,23:59,445.0,340.0,785.0,16.9,27.7,0.0,44,12.3,
2008-07-27,Arnulf,00:00,23:59,719.0,34.0,753.0,16.9,27.7,0.0,44,12.3,
2008-07-27,Olympia,00:00,23:59,,,,16.9,27.7,0.0,44,12.3,Zählstelle noch nicht in Betrieb
2008-07-27,Hirsch,00:00,23:59,,,,16.9,27.7,0.0,44,12.3,Zählstelle noch nicht in Betrieb
2008-07-28,Hirsch,00:00,23:59,,,,15.1,27.8,0.0,16,13.6,Zählstelle noch nicht in Betrieb
2008-07-28,Kreuther,00:00,23:59,633.0,493.0,1126.0,15.1,27.8,0.0,16,13.6,
2008-07-28,Olympia,00:00,23:59,,,,15.1,27.8,0.0,16,13.6,Zählstelle noch nicht in Betrieb
2008-07-28,Arnulf,00:00,23:59,1457.0,72.0,1529.0,15.1,27.8,0.0,16,13.6,
2008-07-29,Kreuther,00:00,23:59,577.0,468.0,1045.0,14.6,29.2,34.0,64,11.2,
2008-07-29,Arnulf,00:00,23:59,1407.0,64.0,1471.0,14.6,29.2,34.0,64,11.2,
2008-07-29,Hirsch,00:00,23:59,,,,14.6,29.2,34.0,64,11.2,Zählstelle noch nicht in Betrieb
2008-07-29,Olympia,00:00,23:59,,,,14.6,29.2,34.0,64,11.2,Zählstelle noch nicht in Betrieb
2008-07-30,Olympia,00:00,23:59,,,,15.0,28.3,0.0,74,10.3,Zählstelle noch nicht in Betrieb
2008-07-30,Hirsch,00:00,23:59,,,,15.0,28.3,0.0,74,10.3,Zählstelle noch nicht in Betrieb
2008-07-30,Arnulf,00:00,23:59,1447.0,50.0,1497.0,15.0,28.3,0.0,74,10.3,
2008-07-30,Kreuther,00:00,23:59,633.0,503.0,1136.0,15.0,28.3,0.0,74,10.3,
2008-07-31,Olympia,00:00,23:59,,,,16.2,29.0,1.0,58,8.7,Zählstelle noch nicht in Betrieb
2008-07-31,Arnulf,00:00,23:59,516.0,24.0,540.0,16.2,29.0,1.0,58,8.7,
2008-07-31,Kreuther,00:00,23:59,590.0,461.0,1051.0,16.2,29.0,1.0,58,8.7,
2008-07-31,Hirsch,00:00,23:59,,,,16.2,29.0,1.0,58,8.7,Zählstelle noch nicht in Betrieb
2008-08-01,Olympia,00:00,23:59,,,,14.8,28.6,5.5,74,5.7,Zählstelle noch nicht in Betrieb
